Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),Source (I),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
42 MS1042,EFT,0.6813973,0.68139726,30,IP30,71.1,"In about one month I am in my daughters classroom. The teacher and four assistants are all helping the six children including my daugher get adjusted and ready for the morning routine. I am trying to soothe and comfort my daughter through the process, because sometimes mornings are a little rough for her. She takes a moment and then is happy and bubbly like her normal self. I am feeling the usual mixture of love, sadness and hope and trying to concentrate on being learning all that I can in order to help my baby.","In about one month I am in my daughter’s classroom. The teacher and four assistants are all helping the six children including my daughter get adjusted and ready for the morning routine. I am trying to soothe and comfort my daughter through the process, because sometimes mornings are a little rough for her. She takes a moment and then is happy and bubbly like her normal self. I am feeling the usual mixture of love, sadness and hope and trying to concentrate on being learning all that I can in order to help my baby.",95,79.38,62.4,57.32,97.58,19,24.21,94.74,52.63,12.63,11.58,8.42,0,0,3.16,0,1.05,7.37,14.74,8.42,1.05,9.47,0,14.74,4.21,1.05,0,3.16,2.11,7.37,6.32,1.05,0,0,1.05,12.63,4.21,0,6.32,0,11.58,3.16,1.05,1.05,4.21,2.11,1.05,2.11,0,0,2.11,1.05,0,0,0,0,9.47,2.11,2.11,4.21,2.11,0,0,10.53,2.11,13.68,0,5.26,7.37,4.21,0,0,0,0,0,0,0,0,0,0,0,8.42,5.26,2.11,0,0,0,0,0,0,1.05,0,0
100 MS1100,ERT,0.8086301,0.808630137,30,IP30,94.54,About 24 hours ago I was jogging in my neighborhood.I was enjoying the sunshine on my face as I ran on the sidewalk on the streets near my home.I was listening to music on earphones while jogging.I was jogging past the elementary school.Then I was I jogging near the university.,About 24 hours ago I was jogging in my neighborhood.I was enjoying the sunshine on my face as I ran on the sidewalk on the streets near my home.I was listening to music on earphones while jogging.I was jogging past the elementary school.Then I was I jogging near the university.,54,83.33,6.93,99,88.52,54,24.07,94.44,59.26,18.52,18.52,18.52,0,0,0,0,0,9.26,18.52,9.26,1.85,5.56,0,12.96,1.85,1.85,0,1.85,0,3.7,3.7,0,0,0,0,3.7,0,1.85,0,0,0,0,0,0,0,0,0,5.56,1.85,3.7,0,1.85,1.85,0,0,0,1.85,1.85,0,0,0,0,14.81,0,1.85,35.19,9.26,16.67,9.26,5.56,9.26,3.7,0,0,0,0,0,0,0,0,0,9.26,9.26,0,0,0,0,0,0,0,0,0,0
ID's,EFT/ERT,AUC EFT/ERT,BAUC,DELAY,IP,IP value,cue original,cue_spellcheck,2,93.26,50,1,25.77,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50
111 MS1111,ERT,0.538274,0.538273973,180,IP180,49.22,"about 144 hours ago, i was at home alone.i was enjoying sleeping in my bed. it was quite comfortable and the house was slightly chilly.","About 144 hours ago, I was at home alone. I was enjoying sleeping in my bed. It was quite comfortable and the house was slightly chilly.",26,43.96,12.43,83.83,89.84,8.67,15.38,92.31,50,15.38,11.54,11.54,0,0,0,0,3.85,3.85,11.54,15.38,3.85,3.85,0,19.23,15.38,0,0,3.85,0,11.54,7.69,3.85,0,0,3.85,0,0,0,0,0,3.85,0,0,0,3.85,0,0,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,19.23,0,0,15.38,0,7.69,7.69,0,0,11.54,0,0,0,0,0,0,0,0,0,15.38,11.54,3.85,0,0,0,0,0,0,0,0,0
149 MS1149,ERT,0.506411,0.506410959,365,IP365,24.22,ABOUT 288 HOURS AGO I WAS AT LIBERTY PARK WITH MY SON. WE WERE FLYING OUR DRONE AROUND THE LOCAL PARK. I WAS RELAXED AND ENJOYING SPENDING TIME WITH MY SON.,ABOUT 288 HOURS AGO I WAS AT LIBERTY PARK WITH MY SON. WE WERE FLYING OUR DRONE AROUND THE LOCAL PARK. I WAS RELAXED AND ENJOYING SPENDING TIME WITH MY SON.,31,54.54,74.07,99,99,10.33,12.9,87.1,51.61,19.35,19.35,12.9,6.45,0,0,0,0,3.23,16.13,9.68,6.45,3.23,0,12.9,0,0,0,3.23,0,9.68,9.68,0,0,0,0,12.9,6.45,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,6.45,0,0,0,0,12.9,0,0,22.58,3.23,9.68,9.68,0,3.23,0,3.23,0,0,0,0,0,0,0,0,9.68,9.68,0,0,0,0,0,0,0,0,0,0
40 MS1040,EFT,0.9270411,0.927041096,365,IP365,92.96,In about 1 year I am opening Christmas gifts with my family at my uncle's house. My brother Josh is here and also my uncle Peter. We are having a lot of fun together!,In about 1 year I am opening Christmas gifts with my family at my uncle's house. My brother Josh is here and also my uncle Peter. We are having a lot of fun together!,34,34.65,72.17,97.06,79.41,11.33,11.76,88.24,55.88,17.65,17.65,14.71,2.94,0,0,0,0,2.94,14.71,11.76,8.82,5.88,0,11.76,2.94,0,0,2.94,2.94,2.94,2.94,0,0,0,0,17.65,11.76,0,0,8.82,2.94,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,11.76,11.76,0,0,0,0,0,8.82,0,17.65,0,11.76,5.88,0,5.88,5.88,0,2.94,0,0,0,0,0,0,0,11.76,5.88,0,0,0,0,2.94,0,0,2.94,0,0
26 MS1026,EFT,0.9399452,0.77735,180,IP180,92.96,"I am going to Las Vegas for a world championship gaming tournament with my friends Khieu, Mike, and Joel. We are staying in the beautiful Westgate Hotel and are spending the majority of our time in a large hotel ballroom.We are meeting up with people around the world with whom we see only at this tournament and with whom we have many common interests.There are numerous people dressed as a variety of character which adds amazing flavor to the event.","I am going to Las Vegas for a world championship gaming tournament with my friends Khieu, Mike, and Joel. We are staying in the beautiful Westgate Hotel and are spending the majority of our time in a large hotel ballroom.We are meeting up with people around the world with whom we see only at this tournament and with whom we have many common interests.There are numerous people dressed as a variety of character which adds amazing flavor to the event.",82,90.68,95.59,40.2,96.29,41,20.73,87.8,53.66,13.41,8.54,2.44,6.1,0,0,0,4.88,8.54,18.29,7.32,3.66,4.88,0,12.2,8.54,2.44,3.66,0,4.88,4.88,4.88,0,0,0,0,13.41,0,1.22,0,0,0,0,0,0,0,0,0,3.66,2.44,0,0,0,0,0,0,0,12.2,7.32,1.22,3.66,1.22,0,0,9.76,1.22,17.07,2.44,12.2,2.44,2.44,3.66,0,1.22,0,0,0,0,0,0,0,0,7.32,4.88,2.44,0,0,0,0,0,0,0,0,0
12 MS1012,EFT,0.2513151,0.959,180,IP180,16.4,"In about 6 months I am crossing the border into Canada above Seattle, Washington. I'm driving my new car. In the passenger seat is my friend Nicole. The border guard is friendly and he even stamps my passport because I tell him it's my first time leaving the United States. I am ecstatic to see a new country.","In about 6 months I am crossing the border into Canada above Seattle, Washington. I'm driving my new car. In the passenger seat is my friend Nicole. The border guard is friendly and he even stamps my passport because I tell him it's my first time leaving the United States. I am ecstatic to see a new country.",58,60.46,30.24,99,58.39,11.6,18.97,79.31,50,18.97,17.24,13.79,0,0,3.45,0,1.72,8.62,10.34,10.34,3.45,3.45,0,15.52,3.45,0,0,3.45,0,3.45,1.72,0,0,0,0,8.62,0,3.45,0,3.45,5.17,0,1.72,0,3.45,0,0,1.72,1.72,0,0,0,0,0,0,0,8.62,3.45,1.72,1.72,0,1.72,0,13.79,0,25.86,5.17,12.07,8.62,0,0,0,0,0,0,0,0,0,0,0,0,13.79,8.62,1.72,0,0,0,0,0,0,3.45,0,0
31 MS1031,EFT,0.3226301,0.322630137,365,IP365,11.72,In about 1 year I am celebrating my 50th birthday. All of my family and friends are present to help me celebrate. We are joking around and remembering funny times we all had together.,In about 1 year I am celebrating my 50th birthday. All of my family and friends are present to help me celebrate. We are joking around and remembering funny times we all had together.,34,34.65,96.11,99,98.87,11.33,20.59,94.12,50,17.65,17.65,11.76,5.88,0,0,0,0,0,14.71,11.76,5.88,5.88,0,14.71,2.94,0,0,2.94,5.88,5.88,5.88,0,0,0,0,23.53,2.94,2.94,0,0,8.82,2.94,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,23.53,23.53,5.88,2.94,0,0,5.88,11.76,0,20.59,0,8.82,11.76,0,11.76,2.94,0,0,0,0,0,0,0,0,0,8.82,8.82,0,0,0,0,0,0,0,0,0,0
13 MS1013,EFT,0.5943562,0.929675,365,IP365,10.16,"In about 1 year, I am reading the acceptance letter from a literary agent letting me know I will be getting published. I am at home with my kids who are bouncing and screaming with excitement and my wife who is looking at me in shock. I am feeling proud and vindicated and there are tears of joy and relief in my eyes.","In about 1 year, I am reading the acceptance letter from a literary agent letting me know I will be getting published. I am at home with my kids who are bouncing and screaming with excitement and my wife who is looking at me in shock. I am feeling proud and vindicated and there are tears of joy and relief in my eyes.",63,46.37,26.27,93.64,82.57,21,19.05,93.65,58.73,17.46,14.29,14.29,0,0,0,0,3.17,3.17,15.87,12.7,3.17,7.94,0,22.22,0,0,3.17,1.59,0,12.7,7.94,4.76,0,0,1.59,7.94,1.59,0,1.59,0,4.76,4.76,0,0,0,0,0,6.35,3.17,1.59,1.59,1.59,1.59,0,0,0,6.35,1.59,1.59,0,3.17,0,0,12.7,1.59,11.11,1.59,7.94,1.59,3.17,0,1.59,0,0,0,0,0,0,0,0,0,6.35,4.76,1.59,0,0,0,0,0,0,0,0,0
66 MS1066,EFT,0.9894795,0.989479452,30,IP30,99.22,"In about 1 month I am finished with my two spec scripts.I am alone.I am in my bedroom, at my desk.It is late at night and I have written all day.","In about 1 month I am finished with my two spec scripts.I am alone.I am in my bedroom, at my desk.It is late at night and I have written all day.",34,34.65,1.98,99,1.76,34,11.76,91.18,58.82,23.53,20.59,20.59,0,0,0,0,2.94,0,17.65,14.71,2.94,2.94,0,20.59,5.88,0,0,5.88,2.94,2.94,0,2.94,0,0,2.94,0,0,0,0,0,2.94,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,14.71,0,23.53,0,11.76,11.76,5.88,0,2.94,0,0,0,0,0,0,0,0,0,14.71,11.76,2.94,0,0,0,0,0,0,0,0,0
96 MS1096,ERT,0.1310959,0.13109589,180,IP180,8.6,"About 144 hours ago I was eating at a new restaurant, Ipho with my husband John.I picked him up for work at lunch time.This was a new resturant that he loved and wanted me to try.I was hesitate, but up for anything.There was a small wait when we arrived, but the line moved quickly and we were seated at a table quickly.I ordered the mock dock ba mi sandwich.It had pickled vegetables, mayo mock duck, a jalepeno on a fresh baguette.I was amazed how delicious this sandwich tasted.This was THE BEST sandwich I had ever tasted.My husband was delighted how much I loved eating there.I was feeling so happy and amazed how I had avoided this place for fear it wouldn't be good, but I Pho was a hidden gem.I was grinning from ear to ear because the food was amazing and I was able to enjoy a lovely lunch with my husband.It was also the first time in awhile where the sun was shining and it was warm.It felt so warming to finally see the sun and get a few cold warm rays.","About 144 hours ago I was eating at a new restaurant, Ipho with my husband John.I picked him up for work at lunch time.This was a new restaurant that he loved and wanted me to try.I was hesitating, but up for anything.There was a small wait when we arrived, but the line moved quickly and we were seated at a table quickly.I ordered the mock dock ba mi sandwich.It had pickled vegetables, mayo mock duck, a jalapeño on a fresh baguette.I was amazed how delicious this sandwich tasted.This was THE BEST sandwich I had ever tasted.My husband was delighted how much I loved eating there.I was feeling so happy and amazed how I had avoided this place for fear it wouldn't be good, but I Pho was a hidden gem.I was grinning from ear to ear because the food was amazing and I was able to enjoy a lovely lunch with my husband.It was also the first time in a while where the sun was shining and it was warm.It felt so warming to finally see the sun and get a few cold warm rays.",198,39.3,36.17,61.34,98.27,198,14.65,90.91,55.56,15.66,10.1,8.08,1.01,0,1.01,0,5.56,8.59,9.09,10.61,6.57,9.09,0.51,19.19,6.06,0.51,2.53,1.01,1.01,10.61,8.08,2.53,1.52,1.01,0,5.56,1.52,0,0,2.53,8.08,1.01,2.53,1.01,1.52,0.51,1.52,7.07,1.52,1.01,3.03,9.09,1.01,0,0,7.07,9.6,3.54,2.53,2.02,1.52,1.01,13.64,4.04,0,14.14,2.02,5.05,8.08,0.51,1.01,0,0,0,0,0,0,0,0,0,0,10.61,7.07,3.03,0,0,0,0,0,0,0.51,0,0
74 MS1074,ERT,0.4569589,0.456958904,180,IP180,46.1,"About 144 hours ago I was playing an online video game with my older brother. We were playing an exciting game titled ""Rocket League."" I was performing very well and we were doing great as a team. I was thrilled when I scored the final goal in overtime of our game. I couldn't believe it and my brother congratulated me for the win.","About 144 hours ago I was playing an online video game with my older brother. We were playing an exciting game titled ""Rocket League."" I was performing very well and we were doing great as a team. I was thrilled when I scored the final goal in overtime of our game. I couldn't believe it and my brother congratulated me for the win.",63,33.32,68.29,58.07,99,12.6,17.46,92.06,55.56,19.05,17.46,12.7,4.76,0,0,0,1.59,7.94,9.52,11.11,6.35,6.35,1.59,15.87,7.94,3.17,1.59,1.59,0,11.11,11.11,0,0,0,0,14.29,3.17,0,0,3.17,3.17,1.59,0,1.59,0,0,0,1.59,1.59,0,0,0,0,0,0,0,23.81,15.87,4.76,1.59,7.94,0,9.52,1.59,0,9.52,0,1.59,7.94,6.35,11.11,0,1.59,0,0,1.59,0,0,0,1.59,0,12.7,7.94,0,0,0,0,0,0,3.17,1.59,0,0
45 MS1045,EFT,0.9894795,0.989479452,365,IP365,99.22,"In about 1 year I am at home for Christmas.This is a very special Christmas for me.I have my wife here, several step kids and grand kids, but what makes it really special is that my next to youngest son is out of prison and is spending this Christmas with me and the family.I am very happy.I have missed him being here for the last 10 years.","In about 1 year I am at home for Christmas.This is a very special Christmas for me.I have my wife here, several step kids and grandkids, but what makes it really special is that my next to youngest son is out of prison and is spending this Christmas with me and the family.I am very happy.I have missed him being here for the last 10 years.",70,29.3,28.39,93.3,78.19,70,12.86,97.14,64.29,20,12.86,11.43,0,0,1.43,0,7.14,4.29,14.29,12.86,8.57,5.71,0,17.14,7.14,1.43,1.43,2.86,1.43,5.71,4.29,1.43,0,0,1.43,8.57,5.71,0,1.43,2.86,4.29,0,1.43,0,0,0,2.86,0,0,0,0,0,0,0,0,0,4.29,2.86,0,1.43,0,0,1.43,12.86,0,17.14,1.43,4.29,11.43,0,1.43,2.86,1.43,4.29,0,0,0,0,0,0,0,10,7.14,2.86,0,0,0,0,0,0,0,0,0
108 MS1108,ERT,0.0309863,0.030986301,30,IP30,2.34,"About 24 hours ago I was sitting on the front porch of my house and realized I hadn't thought about dinner yet.I thought about it, and decided I would order delivery pizza.It was great.I was really hungry and had not had Papa John's pizza in quite some time.When the delivery driver arrived, I was still sitting on the front porch enjoying the evening air.When we dropped off the pizza, I was in a really great frame of mind and made some idle chit chat with him about the nice weather for February.I was really impressed with what a nice young man he was.After he left I took the pizza into the kitchen; on the way in I was thinking about how I really need to replace my screen door because the latch is broken.","About 24 hours ago I was sitting on the front porch of my house and realized I hadn't thought about dinner yet.I thought about it, and decided I would order delivery pizza.It was great.I was really hungry and had not had Papa John's pizza in quite some time.When the delivery driver arrived, I was still sitting on the front porch enjoying the evening air.When we dropped off the pizza, I was in a really great frame of mind and made some idle chit chat with him about the nice weather for February.I was really impressed with what a nice young man he was.After he left I took the pizza into the kitchen; on the way in I was thinking about how I really need to replace my screen door because the latch is broken.",141,59.08,21.76,99,93.02,141,13.48,92.91,56.74,14.18,12.06,9.22,0.71,0,2.13,0,2.13,8.51,14.18,9.22,9.93,5.67,1.42,17.73,4.96,0.71,2.84,0.71,1.42,4.26,4.26,0,0,0,0,5.67,0.71,0,0,3.55,12.77,3.55,2.13,1.42,2.13,0,3.55,0.71,0.71,0,0,4.96,0,0,0,4.96,4.26,1.42,0,0.71,2.13,0,12.77,1.42,0,22.7,2.84,11.35,7.8,0,0.71,3.55,0,0,0,0,0,0,0,0,0,9.93,5.67,2.13,0,0.71,0,0,0,0,1.42,0,0
17 MS1017,EFT,0.9888493,0.507825,180,IP180,99.22,"IN ABOUT 6 MONTHS I AM WITH MY HUSBAND AND WE ARE CELEBRATING OUR 20TH WEDDING ANNIVERSARY. I CAN'T BELIEVE I HAVE BEEN MARRIED TO JEFF FOR 20 YEARS. IT SEEMS LIKE JUST YESTERDAY WE WERE GETTING MARRIED IN OUR FRIEND'S LIVING ROOM, BUT ON THE OTHER HAND I FEEL LIKE I HAVE KNOWN HIM AND BEEN WITH HIM ALL MY LIFE.WE ARE HAVING A SPECIAL DINNER AT THE TEXAS ROADHOUSE GRILL AND AS I SIT AND GAZE AT HIM ACROSS THE TABLE I REALIZE HOW LUCKY I AM TO HAVE SOMEONE WHO IS SO WONDERFUL AND SPECIAL. IALSO REALIZE THAT I LOVE HIM EVEN MORE TODAY THAN WHEN WE WED AND I DIDN'T THINK THAT WAS POSSIBLE. HE JUST SITS THERE SMILING AT ME AND WHEN HE REACHES FOR MY HAND I REALIZE WE WILL BE TOGETHER FOR ANOTHER 20 YEARS, GOD WILLING.","IN ABOUT 6 MONTHS I AM WITH MY HUSBAND AND WE ARE CELEBRATING OUR 20TH WEDDING ANNIVERSARY. I CAN'T BELIEVE I HAVE BEEN MARRIED TO JEFF FOR 20 YEARS. IT SEEMS LIKE JUST YESTERDAY WE WERE GETTING MARRIED IN OUR FRIEND'S LIVING ROOM, BUT ON THE OTHER HAND I FEEL LIKE I HAVE KNOWN HIM AND BEEN WITH HIM ALL MY LIFE.WE ARE HAVING A SPECIAL DINNER AT THE TEXAS ROADHOUSE GRILL AND AS I SIT AND GAZE AT HIM ACROSS THE TABLE I REALIZE HOW LUCKY I AM TO HAVE SOMEONE WHO IS SO WONDERFUL AND SPECIAL. IALSO REALIZE THAT I LOVE HIM EVEN MORE TODAY THAN WHEN WE WED AND I DIDN'T THINK THAT WAS POSSIBLE. HE JUST SITS THERE SMILING AT ME AND WHEN HE REACHES FOR MY HAND I REALIZE WE WILL BE TOGETHER FOR ANOTHER 20 YEARS, GOD WILLING.",145,14.34,70.96,92.53,92.2,29,16.55,92.41,62.76,24.14,19.31,10.34,4.83,0,4.14,0,4.83,2.76,13.1,11.03,6.21,8.97,1.38,19.31,5.52,3.45,2.76,2.07,2.07,4.83,4.14,0,0,0,0,15.86,2.76,0,0,4.83,12.41,5.52,0.69,0,2.76,0.69,3.45,2.76,0.69,0,2.07,4.14,1.38,1.38,0,0.69,12.41,9.66,0.69,0.69,2.07,0,4.83,13.79,0.69,14.48,0,8.28,6.21,0,0.69,0.69,0,0.69,0,0,0,0,0,0,0,7.59,4.14,1.38,0,0,0,0,0,0,2.07,0,0
75 MS1075,ERT,0.459726,0.459726027,365,IP365,7.04,"About 240 hours ago, I was enjoying some time to myself, playing Fallout 3 on my computer. I was alone because my mother had taken my daughter out for the day. I was done with my work for the day and decided to play Fallout 3 for awhile. I hadn't played in a long time and was excited to have some time to play. I was thoroughly immersed in the game and enjoying the experience. I was relaxed and calm, but incredibly happy.","About 240 hours ago, I was enjoying some time to myself, playing Fallout 3 on my computer. I was alone because my mother had taken my daughter out for the day. I was done with my work for the day and decided to play Fallout 3 for a while. I hadn't played in a long time and was excited to have some time to play. I was thoroughly immersed in the game and enjoying the experience. I was relaxed and calm, but incredibly happy.",84,71.27,11.7,95.13,99,14,17.86,90.48,55.95,13.1,13.1,13.1,0,0,0,0,0,7.14,15.48,11.9,1.19,8.33,1.19,16.67,4.76,0,0,3.57,2.38,13.1,11.9,1.19,0,0,1.19,3.57,2.38,0,2.38,0,5.95,1.19,1.19,0,2.38,0,1.19,1.19,0,0,0,0,0,0,0,0,4.76,1.19,1.19,0,2.38,0,15.48,2.38,0,15.48,0,5.95,9.52,2.38,7.14,0,0,0,0,0,0,0,0,0,0,11.9,7.14,3.57,0,0,0,0,0,0,1.19,0,0
110 MS1110,ERT,0.2352877,0.235287671,365,IP365,19.54,"About 288 hours ago, I visited my girlfriend. Trish goes to the University of Illinois, and I was driving down for Valentine's day. I was excited to see her, since I hadn't seen her since she went down to school for the semester.","About 288 hours ago, I visited my girlfriend. Trish goes to the University of Illinois, and I was driving down for Valentine's Day. I was excited to see her, since I hadn't seen her since she went down to school for the semester.",43,90.82,50,97.26,69.6,14.33,18.6,93.02,58.14,18.6,18.6,11.63,0,0,6.98,0,0,4.65,25.58,6.98,2.33,2.33,2.33,18.6,2.33,0,0,2.33,0,2.33,2.33,0,0,0,0,13.95,0,4.65,6.98,0,4.65,0,4.65,0,0,0,0,4.65,4.65,0,0,0,0,0,0,0,11.63,4.65,0,4.65,2.33,0,16.28,4.65,0,27.91,9.3,4.65,13.95,6.98,0,0,0,0,0,0,0,0,0,0,0,18.6,6.98,6.98,0,0,0,0,0,0,4.65,0,0
47 MS1047,EFT,0.6820822,0.682082192,30,IP30,89.84,"In about 1 month I am enjoying my youngest son's third birthday party. We are at his favorite place, the park. Our whole family is hear celebrating the occasion. We are all happy to see him having so much fun!","In about 1 month I am enjoying my youngest son's third birthday party. We are at his favorite place, the park. Our whole family is here celebrating the occasion. We are all happy to see him having so much fun!",40,38.6,99,27.99,99,10,15,95,50,17.5,17.5,5,7.5,0,5,0,0,5,10,12.5,7.5,2.5,0,15,10,2.5,0,5,7.5,12.5,12.5,0,0,0,0,22.5,5,0,0,7.5,2.5,0,0,0,0,2.5,0,2.5,2.5,0,0,0,0,0,0,0,15,15,2.5,0,0,0,0,12.5,0,17.5,0,7.5,10,0,10,2.5,0,0,0,0,0,0,0,0,0,15,7.5,2.5,0,0,0,2.5,0,0,2.5,0,0
118 MS1118,ERT,0.5074795,0.507479452,365,IP365,38.28,"About 288 hours ago, I drove my Mom to a new church that we had always wanted to go to, about 60 miles away, in Huntsville, AL.I had a wonderful time at church with my Mom, and after we went out to Lunch at a Japanese Steakhouse and shared a wonderful meal together.","About 288 hours ago, I drove my Mom to a new church that we had always wanted to go to, about 60 miles away, in Huntsville, AL.I had a wonderful time at church with my Mom, and after we went out to Lunch at a Japanese Steakhouse and shared a wonderful meal together.",54,97.84,77.05,99,98.27,54,11.11,88.89,51.85,12.96,11.11,7.41,3.7,0,0,0,1.85,7.41,24.07,3.7,3.7,3.7,0,12.96,7.41,1.85,0,3.7,0,5.56,5.56,0,0,0,0,11.11,3.7,0,3.7,0,3.7,0,0,1.85,0,1.85,0,0,0,0,0,3.7,0,0,0,3.7,11.11,11.11,0,0,0,0,12.96,1.85,0,29.63,5.56,12.96,11.11,0,0,0,0,3.7,0,0,0,0,0,0,0,12.96,3.7,9.26,0,0,0,0,0,0,0,0,0
138 MS1138,ERT,0.4552329,0.455232877,365,IP365,24.22,"About 288 hours ago I was at work. We have a upsell challenge going on that if we sell a certain product to a customer I get to spin a wheel for a prize. It took me about four hours before I was able to upsell. But finally, while I was able to spin the wheel. I spun the wheel really hardand I landed on a $10 dollar gift card to Amazon. And the second time I was able to spend the wheel I won a 7 day dress down pass. While I did not sell anything else for the rest of the day i was very happy that I won the 410 dollar amazon gift card.","About 288 hours ago I was at work. We have an upsell challenge going on that if we sell a certain product to a customer I get to spin a wheel for a prize. It took me about four hours before I was able to upsell. But finally, I was able to spin the wheel for a prize. I spun the wheel really hard and I landed on a $10 dollar gift card to Amazon. And the second time I was able to spend the wheel I won a 7 day dress down pass. While I did not sell anything else for the rest of the day I was very happy that I won the 410 dollar amazon gift card.",120,89.57,12.17,88.91,98.78,17.14,5,84.17,55,15,11.67,10,1.67,0,0,0,3.33,12.5,14.17,5.83,4.17,4.17,0.83,15.83,2.5,0.83,0,5,0,5.83,5.83,0,0,0,0,1.67,0,0,0,0,6.67,0,0.83,0.83,1.67,0.83,4.17,0.83,0,0,0.83,0,0,0,0,0,11.67,1.67,7.5,0.83,5,0,9.17,7.5,0.83,15,4.17,3.33,7.5,3.33,0,0,5,0,0,0,0,0,0,0,0,7.5,5.83,0.83,0,0,0,0,0,0,0,0,0.83
48 MS1048,EFT,0.4945753,0.494575343,30,IP30,49.22,"In about a month I am in visiting family in Laurel, Delaware.I am visiting my step-daughter for the day in her home.I am excited to catch up with events in her life.We are having fun swapping recipes and cooking together.","In about a month I am in visiting family in Laurel, Delaware.I am visiting my step-daughter for the day in her home.I am excited to catch up with events in her life.We are having fun swapping recipes and cooking together.",43,87.78,87.75,97.26,95.29,43,20.93,88.37,58.14,16.28,16.28,9.3,2.33,0,4.65,0,0,4.65,23.26,11.63,2.33,2.33,0,16.28,4.65,0,0,0,0,4.65,4.65,0,0,0,0,18.6,4.65,0,6.98,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0,2.33,0,2.33,11.63,6.98,0,2.33,2.33,0,0,9.3,0,27.91,6.98,16.28,4.65,0,6.98,4.65,0,0,0,0,0,0,0,0,0,13.95,9.3,2.33,0,0,0,0,2.33,0,0,0,0
103 MS1103,ERT,0.4249041,0.42490411,30,IP30,69.54,"About 24 hours ago, I was having family dinner at my mom's house with her and my siblings and my children. My mom and I were making dinner, and my siblings were showing up as the food was cooking. We were all there by noon, and stayed for several hours. I was relaxed, enjoying good food and good company. My family was having a great time just talking, socializing and reminiscing.","About 24 hours ago, I was having family dinner at my mom's house with her and my siblings and my children. My mom and I were making dinner, and my siblings were showing up as the food was cooking. We were all there by noon, and stayed for several hours. I was relaxed, enjoying good food and good company. My family was having a great time just talking, socializing and reminiscing.",71,23.67,66.38,60.11,99,14.2,16.9,95.77,53.52,15.49,15.49,12.68,1.41,0,1.41,0,0,2.82,9.86,12.68,4.23,11.27,0,16.9,2.82,1.41,0,1.41,2.82,7.04,7.04,0,0,0,0,15.49,8.45,0,4.23,0,2.82,0,1.41,0,0,1.41,0,1.41,1.41,0,0,7.04,0,0,0,7.04,14.08,7.04,0,2.82,4.23,0,12.68,0,0,11.27,1.41,4.23,7.04,1.41,5.63,4.23,0,0,0,0,0,0,0,0,0,15.49,7.04,7.04,0,0,0,0,0,0,1.41,0,0
21 MS1021,EFT,0.0912329,0.6934,365,IP365,3.9,"In about 1 year I am at a nature reserve. In about 1 year I am alone, taking a nice peaceful walk through a nature reserve just a couple of miles east of my home in Gulf Breeze Florida. I am walking along the beach with the ocean to my right and the woods to my left and feel very relaxed and meditative as I enjoy the views that nature has to offer.","In about 1 year I am at a nature reserve. In about 1 year I am alone, taking a nice peaceful walk through a nature reserve just a couple of miles east of my home in Gulf Breeze Florida. I am walking along the beach with the ocean to my right and the woods to my left and feel very relaxed and meditative as I enjoy the views that nature has to offer.",73,96.3,20.56,85.69,92,24.33,10.96,83.56,54.79,10.96,9.59,9.59,0,0,0,0,1.37,10.96,20.55,5.48,5.48,5.48,0,12.33,5.48,1.37,0,2.74,1.37,6.85,5.48,1.37,0,0,1.37,1.37,0,0,0,0,1.37,1.37,0,0,0,0,0,2.74,1.37,0,1.37,0,0,0,0,0,1.37,0,0,0,1.37,0,1.37,8.22,0,16.44,2.74,10.96,2.74,0,4.11,1.37,0,1.37,0,0,0,0,0,0,0,5.48,4.11,1.37,0,0,0,0,0,0,0,0,0
